crate_name,version,time_taken
mijit,0.2.4,1.7521249172277749
mik32-rt,0.1.0,2.6800862909294665
mik32-rt-macros,0.5.0,1.101574792061001
mik32v2-pac,0.0.1,1.0380100831389427
mijia,0.7.1,46.594958916073665
mikado,0.1.0,0.6388416669797152
mika,0.0.0,24.8514679169748
mikasa-utils,0.1.0,0.8096512081101537
migres,0.0.1,110.07518450007774
migratour,0.1.1,115.47488829190844
iap-jwt,0.2.0,26.358614125056192
iaq-core,0.1.0,0.7302504158578813
iarapi-rs,0.1.1,2.374616000102833
iargs,0.1.0,0.625490666134283
iars,0.1.0,2.4672562500927597
eodhd_rs,0.2.0,273.0870831250213
iasc,0.1.0,0.9318150000181048
iascar,0.2.1,7.798247708007693
iastconvert,0.1.2,2.1088267089799047
iasthk,1.0.1,0.9887930420227348
iat,0.1.2,0.8588787920307368
iata-types,0.1.4,1.1171344590839
iata_bcbp,1.0.0,0.7684047920629382
mikan-rs,0.1.4,89.25937224994414
ias,0.2.1,36.08891599997878
iapi,0.1.0,81.76141825015657
oli-tui,0.1.0,556.4424932079855
iay,0.4.3,72.36247854214162
ib,3.0.0,80.76012354204431
eons,0.1.0,361.9449135409668
miho,7.0.0,414.904176583048
iapiab,0.1.0,414.462274042191
bevy_leat,0.0.0,0.7070217079017311
bevy_level,0.0.1,0.5841108330059797
mijia-homie,0.2.7,495.9039663327858
bevy_library,0.0.1,0.6376502078492194
migrator,0.1.0,timeout
bevy_kwai_interactive_live,0.1.2,412.189978166949
bevy_light_field,0.8.0,0.7612992920912802
bevy_lighting,0.0.1,0.6073358750436455
bevy_lightspeed2d,0.1.0,0.6366920000873506
bevy_lightspeed3d,0.1.0,0.5828490408603102
bevy_lightspeed4d,0.1.0,0.5919961670879275
bevy_lazy_prefabs,0.2.1,375.4887762500439
dangerous_option,0.2.0,0.6464311669114977
bevy_lightyear,0.1.0,65.87049837503582
dango,0.1.1,8.067697999998927
bevy_ldtk,0.5.0,386.6468056249432
dango-music-player,0.0.0,0.6409783330745995
dango-tui,0.0.0,0.6297727499622852
daniel_crate,0.1.1,0.70390854193829
danielfns,0.1.0,0.6170524170156568
daniels_basic_math,0.1.1,0.6571417499799281
bevy_koto,0.2.0,550.6268565831706
bevy_landmass,0.8.0,504.865928666899
dangit,0.1.0,147.5825243331492
bevy_la_mesa,0.15.4,592.0387981671374
dankboi,0.1.2,115.62678791699
dano,0.9.1,26.64379879203625
dante-control-rs,0.8.2,13.574881708947942
danu,0.0.0,0.6656524159479886
dante-cli,0.8.3,31.9488876669202
danube-core,0.3.4,34.168808916117996
deallocate-zeroed,0.2.0,0.765710957814008
deam,0.0.0,0.6991327500436455
dean_minigrep,0.1.1,0.635885041905567
danube-client,0.3.4,62.53318833280355
dear,0.1.1,1.091155790956691
dearbitrary,1.0.4,0.6506159999407828
dearbitrary_derive,1.0.1,0.8150689580943435
bevy_libgdx_atlas,0.3.2,361.79532933281735
deasync,0.1.0,0.7592037909198552
death,0.1.0,0.5914961250964552
bevy_life,0.11.0,361.9882691251114
deathframe,0.5.1,0.7895229998975992
death_god_logging_tool,4.1.3,17.024985749972984
deb,0.5.18,2.145662957802415
deb-architectures,0.1.0,0.5897939158603549
deb-rs,0.1.2,1.4085509160067886
deb-rust,0.1.2,0.6479387921281159
deb-version,0.1.1,0.6364259580150247
rust_calendar_parser,0.1.1,5.5903221250046045
rust_cards,0.1.2,2.081524332985282
rust_cargo_test,0.1.1,0.5799252921715379
rust_cascade,1.5.0,6.302287916885689
deary,0.0.1,52.30548941693269
rust_cfg_parser,0.1.0,0.7571912908460945
rust_chacha20,0.3.0,0.6704448331147432
bevy_light_2d,0.5.0,353.09997474984266
rust_class,0.1.0,0.6518757920712233
rust_ci,0.1.0,16.726056291954592
rust_cast,0.19.0,25.7840692079626
rust_clear,0.1.0,12.971983124967664
rust_closure,0.1.0,0.7521870827767998
rust_clue_solver_2,0.1.2,0.5999571250285953
rust_cn,0.1.6,0.6402997500263155
rust_code_visualizer,0.1.2,1.655763791874051
rust_cli,0.1.0,16.462978791911155
rust_combinatorics,0.1.0,0.6598369579296559
nenya-sentinel,0.0.1,0.6225752499885857
danmu2ass,0.2.1,252.72814400005151
neo-babylon,0.2.0,7.090198792051524
dantalian,0.4.6,202.1688087920193
neo-crypto,0.1.3,6.503985334187746
neo-mime,0.1.1,0.6550862910225987
neo-mime-macro,0.1.1,1.0021406670566648
neo-mime-parse,0.1.0,0.6421084580942988
danmuji,0.1.0,259.1479166659992
bevy_ldtk_asset,0.6.4,timeout
neo3,0.1.9,0.7940571249928325
neo4j,0.2.0,0.6303902089130133
rust_client,0.2.3,154.55094466591254
neo-web3,0.1.0,104.13185562496074
deathrip,0.2.1,213.23422479187136
neo4j_cypher,0.2.2,0.8480802499689162
neo4rs-macros,0.3.0,0.9774886250961572
neo_trinkey,0.2.1,30.414066541939977
neobirth,0.1.1,50.11387091688812
rust_coinlive,0.1.0,195.7858807500452
solana-system-instruction,0.0.1,0.6448143750894815
neo-sync,0.0.8,174.80024300003424
deanonro,0.1.0,301.5208396250382
dango-core,0.1.1,504.32827879092656
neo,0.3.3,234.13568433304317
solana-system-interface,1.0.0,50.151172833982855
neo-email,0.1.1,237.4240915419068
solana-sysvar-id,2.2.1,53.57954795798287
neo4j-cli,0.1.0,237.86311783408743
solana-sys-tuner,1.14.29,152.8843539999798
solana-system-transaction,2.2.1,165.78859675000422
solana-time-utils,2.2.1,0.8330038748681545
neo4j_testcontainers,0.3.0,232.7375312920194
solana-sysvar,2.2.1,172.39451737492345
solana-timings,2.2.3,52.08061300008558
solana-tokens,2.2.3,1.0715361249167472
solana-test,0.1.0,285.6433408339508
moonramp-core,0.1.22,0.8651717079337686
moonramp-encryption,0.1.22,0.7673003328964114
moonramp-entity,0.1.22,0.7038954999297857
moonramp-gateway,0.1.22,4.8938116249628365
moonramp-http,0.1.22,0.8409592909738421
moonramp-lunar,0.1.22,4.023577082902193
moonramp-lunar-core,0.1.22,1.9066457499284295
moonramp-lunar-macro,0.1.22,0.8170107500627637
solana-tls-utils,2.2.3,188.161404625047
moonramp-program,0.1.22,5.692737624980509
moonramp-migration,0.1.22,75.60766079206951
moonramp-registry,0.1.22,0.7200961248017848
moonramp-rpc,0.1.22,0.7105702077969909
moonramp-sale,0.1.22,4.824136957991868
moonramp-program-rpc,0.1.22,219.32836570893417
moonramp-wallet,0.1.22,0.678168207872659
solana-system-client,0.0.1,timeout
solana-system-program,2.2.3,timeout
moonshine,0.0.0,0.5912241251207888
solana-test-client,0.1.0,timeout
crudcrate-derive,0.1.4,0.8151634999085218
