crate_name,version,time_basic,time_horn,dependency_count
bevy_ldtk_asset,0.6.4,2.865165375173092,600.0185906249098,214.0
bevy_leat,0.0.0,0.9489780000876636,0.769534416962415,0.0
bevy_level,0.0.1,0.8562430827878416,0.6628202919382602,0.0
bevy_libgdx_atlas,0.3.2,1.6359603751916438,448.91608224995434,110.0
bevy_library,0.0.1,0.8190245418809354,0.8715693750418723,0.0
bevy_life,0.11.0,1.851168042048812,434.1200528331101,108.0
bevy_light_2d,0.5.0,1.740666292142123,428.1913470830768,108.0
bevy_light_field,0.8.0,0.8094862080179155,0.8258111670147628,194.0
bevy_lighting,0.0.1,0.7592351250350475,0.6129147079773247,0.0
bevy_lightspeed2d,0.1.0,0.816539625171572,0.6173055830877274,0.0
bevy_lightspeed3d,0.1.0,0.7250598750542849,0.6496908748522401,0.0
bevy_lightspeed4d,0.1.0,0.7844770411029458,0.6157300840131938,0.0
bevy_lightyear,0.1.0,600.0249350420199,79.68863562494516,58.0
crate-pro,0.1.0,1.5726992501877248,0.6620865419972688,0.0
crate-publish-test,0.1.1,0.7558325829450041,0.7219470001291484,0.0
crate-publish-test-foo,0.1.0,0.8476164168678224,0.6719783339649439,0.0
crate-published,0.1.0,0.7425567919854075,0.6665054999757558,0.0
crate-race,1.1.2,600.0320302918553,148.4904452499468,98.0
crate-redeem-in-kind,0.6.0,3.0820757909677923,600.0142996250652,153.0
crate-root,0.1.3,1.260356874903664,0.6735762499738485,0.0
crate-sample-pdaj,0.1.0,0.8242785839829594,0.6500061668921262,0.0
crate-settings,0.0.7,600.028947917046,11.10169650008902,23.0
crate-starter,1.1.0,600.042309124954,2.8191557910759,10.0
crate-template,0.0.1,0.77294583292678,0.7154878329019994,0.0
crate-test-20220118,0.2.0,0.7194460830651224,0.7212373330257833,0.0
crate-test-bolt,0.1.0,0.7243358339183033,0.6596410830970854,0.0
crate-test-xxx,0.1.13,0.7232197078410536,0.8663723750505596,0.0
crate-token,0.6.0,2.3718835418112576,600.022582750069,152.0
crate-version,0.1.0,1.9922908749431372,291.773598958971,114.0
crate-version-experiment,0.3.5,0.721944416873157,0.6634915838949382,0.0
crate-web,0.1.1,600.043787333183,2.8012929160613567,11.0
crate2bib,0.3.2,1.7828381250146776,266.103594959015,104.0
crudcrate,0.2.4,600.02756149997,183.70498633291572,97.0
crudcrate-derive,0.1.4,600.0730639169924,1.134192792000249,4.0
crude,0.0.1,600.0605611668434,1.1165510409045964,4.0
crude-profiler,0.1.7,1.6357720410451293,0.7072616249788553,1.0
crude_cache,0.1.1,600.0473902500235,7.413161500124261,21.0
crudite,0.1.0,600.040605874965,3.374698209110647,13.0
crudkit,0.0.0,0.7944961250759661,0.6586315829772502,0.0
crudx,1.1.0,600.0373248341493,1.190980999963358,6.0
cruet,0.15.0,600.0486117908731,0.865324875107035,4.0
crufst,0.1.0,0.6896911670919508,0.6166862500831485,0.0
cruiser,0.2.0,1.9747839169576764,600.0111692498904,148.0
cruiser_derive,0.2.0,600.0324517921545,14.23238541604951,26.0
crulz,0.0.7,0.6271344590932131,0.666584667051211,49.0
