crate_name,version,time_taken
moonramp-gateway,0.1.22,600.0349753750488
moonramp-http,0.1.22,600.0537184579298
moonramp-lunar,0.1.22,600.0361627498642
moonramp-lunar-core,0.1.22,600.0223002920393
moonramp-lunar-macro,0.1.22,600.070295457961
crude-profiler,0.1.7,1.6357720410451293
crudkit,0.0.0,0.7944961250759661
moonramp-migration,0.1.22,600.0220034169033
moonramp-program,0.1.22,600.0173061250243
crufst,0.1.0,0.6896911670919508
cruiser,0.2.0,1.9747839169576764
moonramp-sale,0.1.22,600.0276783748996
crulz,0.0.7,0.6271344590932131
moonsdk,1.0.1,600.0176710828673
crumb,0.2.1,0.752804416930303
crudcrate,0.2.4,600.02756149997
crudcrate-derive,0.1.4,600.0730639169924
crude,0.0.1,600.0605611668434
crude_cache,0.1.1,600.0473902500235
crudite,0.1.0,600.040605874965
crunch,0.5.3,0.706072541186586
nu_plugin_ws,0.3.0,1.8854688750579953
crudx,1.1.0,600.0373248341493
nu_plugin_x509,0.1.1,1.7571001248434186
nu_plugin_xpath,0.44.0,0.6051675409544259
nuage,0.1.0,0.6843957910314202
nuance,0.3.2,0.689183791866526
nub,0.0.0,0.6892770829144865
nuban,1.1.0,0.6710482079070061
nuban_rust,0.1.1,0.6767533330712467
cruet,0.15.0,600.0486117908731
cruiser_derive,0.2.0,600.0324517921545
crum,0.3.0,600.0293990420178
crumble,0.10.2,600.0435804161243
crumble_ci,0.1.0,600.0285763328429
crumbles,0.3.0,166.71888541593216
nucleic,0.0.1,0.8332430829759687
nucleic-acid,0.1.1,12.089676541043445
nucleic-acids,0.1.0,0.7664869169238955
crumsort,0.1.0,600.0537964999676
nube,0.0.1,600.0358636658639
nubls,0.1.0,600.0301133329049
nuc1xx,0.1.2,600.0667383749969
nucgen,0.1.2,600.0286521669477
disarray-network,0.1.20,1.0867240419611335
disarray-runtime,0.1.20,2.5040411660447717
nuclear,0.0.10,600.0199747919105
disasm,0.5.1,2.3055987081024796
disasm-core,0.5.1,1.0366191661451012
disasm-e2k,0.5.2,1.801836249884218
nuclear-router,0.1.0,600.0446453748737
disasm-riscv,0.5.1,1.4447248338256031
disasm-test,0.5.1,2.718511125072837
disasm-x86,0.5.1,1.2716336660087109
disasm6502,0.2.2,0.6770909591577947
disasm_x64,0.1.1,0.7159001671243459
disassemble,0.0.1,0.7136392500251532
nuclei,0.4.4,600.0107534159906
nuclei-attributes,0.1.0,600.0525901671499
nucleide,0.1.0,600.0271414578892
disarray-core,0.1.20,600.0370304160751
disarray-derive,0.1.13,600.0682419999503
disarray-ledger,0.1.20,600.0211429169867
disarray-macros,0.1.13,600.0381033748854
arduino_nano_connect,0.7.0,0.6076175419148058
are,0.0.2,0.6572879170998931
area_crate,0.1.1,0.6642210830468684
area_func,0.1.1,0.727307999972254
area_function,0.1.0,0.7166458750143647
are_we_touching,0.2.8,4.017200000118464
arecibo,0.1.1,0.6028335001319647
disas,0.1.3,600.0315051251091
areion,0.1.0,0.6776165829505771
disasm-gen,0.5.1,600.0532419998199
disc,0.1.0,600.0295153749175
disc-bot,0.1.0,600.0133253750391
disc-derive,0.1.0,600.0285045001656
aren_alloc,0.3.0,0.6638422498945147
arena-alloc,0.1.2,0.6549443749245256
arduino_mkrzero,0.12.2,600.0378471661825
air-execution-info-collector,0.7.14,215.11463604099117
air-interpreter-data,0.17.2,53.88859854196198
arduino_nano33iot,0.7.2,600.0273185421247
arduinors,0.1.1,600.026719625108
areaportal2d,0.1.1,600.0434141249862
aredis,0.0.4,600.0236411248334
air-interpreter-wasm,0.64.1,1.2975489168893546
air-interpreter-wasm_branch_release,0.0.0,0.666226375149563
air-interpreter-wasm_ci_fix_version_increment,0.0.1,0.6634117499925196
air-interpreter-wasm_crate_release,0.0.18,0.6570705419871956
air-interpreter-wasm_fix,0.0.0,0.7228136251214892
air-interpreter-wasm_fold_iterable,0.0.9,0.669101791922003
